x_mm,y_mm,z_mm
5.100227379798889160e+01,1.350000000000000000e+02,1.060000000000000000e+02
5.100227379798889160e+01,1.350000000000000000e+02,1.070000000000000000e+02
5.200231838226318359e+01,1.350000000000000000e+02,1.075000000000000000e+02
5.200231838226318359e+01,1.345000000000000000e+02,1.080000000000000000e+02
5.200231838226318359e+01,1.360000000000000000e+02,8.150000000000000000e+01
5.100227379798889160e+01,1.360000000000000000e+02,8.800000000000000000e+01
5.100227379798889160e+01,1.360000000000000000e+02,8.900000000000000000e+01
5.200231838226318359e+01,1.360000000000000000e+02,8.950000000000000000e+01
5.200231838226318359e+01,1.355000000000000000e+02,9.000000000000000000e+01
5.200231838226318359e+01,1.355000000000000000e+02,9.100000000000000000e+01
5.200231838226318359e+01,1.355000000000000000e+02,9.200000000000000000e+01
5.200231838226318359e+01,1.355000000000000000e+02,9.300000000000000000e+01
5.200231838226318359e+01,1.355000000000000000e+02,1.040000000000000000e+02
5.200231838226318359e+01,1.355000000000000000e+02,1.050000000000000000e+02
5.100227379798889160e+01,1.360000000000000000e+02,1.060000000000000000e+02
5.200231838226318359e+01,1.360000000000000000e+02,1.055000000000000000e+02
5.100227379798889160e+01,1.360000000000000000e+02,1.070000000000000000e+02
5.200231838226318359e+01,1.360000000000000000e+02,1.075000000000000000e+02
5.100227379798889160e+01,1.370000000000000000e+02,8.200000000000000000e+01
5.200231838226318359e+01,1.370000000000000000e+02,8.150000000000000000e+01
5.100227379798889160e+01,1.370000000000000000e+02,8.600000000000000000e+01
5.100227379798889160e+01,1.370000000000000000e+02,8.700000000000000000e+01
5.200231838226318359e+01,1.370000000000000000e+02,8.750000000000000000e+01
5.200231838226318359e+01,1.365000000000000000e+02,8.800000000000000000e+01
5.200231838226318359e+01,1.365000000000000000e+02,8.900000000000000000e+01
5.200231838226318359e+01,1.365000000000000000e+02,1.060000000000000000e+02
5.200231838226318359e+01,1.365000000000000000e+02,1.070000000000000000e+02
5.200231838226318359e+01,1.375000000000000000e+02,8.200000000000000000e+01
5.100227379798889160e+01,1.380000000000000000e+02,8.300000000000000000e+01
5.200231838226318359e+01,1.380000000000000000e+02,8.250000000000000000e+01
5.100227379798889160e+01,1.380000000000000000e+02,8.400000000000000000e+01
5.100227379798889160e+01,1.380000000000000000e+02,8.500000000000000000e+01
5.100227379798889160e+01,1.380000000000000000e+02,8.600000000000000000e+01
5.200231838226318359e+01,1.380000000000000000e+02,8.650000000000000000e+01
5.200231838226318359e+01,1.375000000000000000e+02,8.700000000000000000e+01
5.200231838226318359e+01,1.385000000000000000e+02,8.300000000000000000e+01
5.200231838226318359e+01,1.385000000000000000e+02,8.400000000000000000e+01
5.200231838226318359e+01,1.385000000000000000e+02,8.500000000000000000e+01
5.200231838226318359e+01,1.385000000000000000e+02,8.600000000000000000e+01
5.300236296653747559e+01,8.400000000000000000e+01,7.400000000000000000e+01
5.400240755081176758e+01,8.400000000000000000e+01,7.350000000000000000e+01
5.400240755081176758e+01,8.350000000000000000e+01,7.400000000000000000e+01
5.400240755081176758e+01,8.350000000000000000e+01,7.500000000000000000e+01
5.300236296653747559e+01,8.400000000000000000e+01,7.500000000000000000e+01
5.400240755081176758e+01,8.350000000000000000e+01,7.600000000000000000e+01
5.300236296653747559e+01,8.400000000000000000e+01,7.600000000000000000e+01
5.400240755081176758e+01,8.350000000000000000e+01,7.700000000000000000e+01
5.300236296653747559e+01,8.400000000000000000e+01,7.700000000000000000e+01
5.400240755081176758e+01,8.350000000000000000e+01,7.800000000000000000e+01
5.300236296653747559e+01,8.400000000000000000e+01,7.800000000000000000e+01
5.400240755081176758e+01,8.400000000000000000e+01,7.850000000000000000e+01
5.300236296653747559e+01,8.500000000000000000e+01,7.300000000000000000e+01
5.400240755081176758e+01,8.500000000000000000e+01,7.250000000000000000e+01
5.400240755081176758e+01,8.450000000000000000e+01,7.300000000000000000e+01
5.400240755081176758e+01,8.450000000000000000e+01,7.900000000000000000e+01
5.300236296653747559e+01,8.500000000000000000e+01,7.900000000000000000e+01
5.400240755081176758e+01,8.450000000000000000e+01,8.000000000000000000e+01
5.300236296653747559e+01,8.500000000000000000e+01,8.000000000000000000e+01
5.400240755081176758e+01,8.500000000000000000e+01,8.050000000000000000e+01
5.400240755081176758e+01,8.600000000000000000e+01,7.150000000000000000e+01
5.400240755081176758e+01,8.550000000000000000e+01,7.200000000000000000e+01
5.400240755081176758e+01,8.550000000000000000e+01,8.100000000000000000e+01
5.300236296653747559e+01,8.600000000000000000e+01,8.100000000000000000e+01
5.400240755081176758e+01,8.600000000000000000e+01,8.150000000000000000e+01
5.400240755081176758e+01,8.700000000000000000e+01,7.050000000000000000e+01
5.400240755081176758e+01,8.650000000000000000e+01,7.100000000000000000e+01
5.400240755081176758e+01,8.650000000000000000e+01,8.200000000000000000e+01
5.400240755081176758e+01,8.650000000000000000e+01,8.300000000000000000e+01
5.300236296653747559e+01,8.700000000000000000e+01,8.300000000000000000e+01
5.400240755081176758e+01,8.700000000000000000e+01,8.350000000000000000e+01
5.400240755081176758e+01,8.800000000000000000e+01,7.050000000000000000e+01
5.400240755081176758e+01,8.750000000000000000e+01,8.400000000000000000e+01
5.300236296653747559e+01,8.800000000000000000e+01,8.400000000000000000e+01
5.400240755081176758e+01,8.800000000000000000e+01,8.450000000000000000e+01
5.300236296653747559e+01,8.900000000000000000e+01,7.000000000000000000e+01
5.400240755081176758e+01,8.900000000000000000e+01,7.050000000000000000e+01
5.400240755081176758e+01,8.850000000000000000e+01,8.500000000000000000e+01
5.400240755081176758e+01,8.850000000000000000e+01,8.600000000000000000e+01
5.400240755081176758e+01,8.850000000000000000e+01,8.700000000000000000e+01
5.300236296653747559e+01,8.900000000000000000e+01,8.700000000000000000e+01
5.400240755081176758e+01,8.900000000000000000e+01,8.750000000000000000e+01
5.400240755081176758e+01,9.000000000000000000e+01,6.950000000000000000e+01
5.400240755081176758e+01,8.950000000000000000e+01,7.000000000000000000e+01
5.400240755081176758e+01,8.950000000000000000e+01,8.800000000000000000e+01
5.400240755081176758e+01,9.000000000000000000e+01,8.850000000000000000e+01
5.300236296653747559e+01,9.100000000000000000e+01,6.900000000000000000e+01
5.400240755081176758e+01,9.100000000000000000e+01,6.950000000000000000e+01
5.400240755081176758e+01,9.050000000000000000e+01,8.900000000000000000e+01
5.400240755081176758e+01,9.050000000000000000e+01,9.000000000000000000e+01
5.300236296653747559e+01,9.100000000000000000e+01,9.100000000000000000e+01
5.400240755081176758e+01,9.100000000000000000e+01,9.050000000000000000e+01
5.300236296653747559e+01,9.100000000000000000e+01,1.040000000000000000e+02
5.300236296653747559e+01,9.100000000000000000e+01,1.050000000000000000e+02
5.300236296653747559e+01,9.100000000000000000e+01,1.060000000000000000e+02
5.300236296653747559e+01,9.100000000000000000e+01,1.070000000000000000e+02
5.300236296653747559e+01,9.100000000000000000e+01,1.080000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,6.900000000000000000e+01
5.400240755081176758e+01,9.200000000000000000e+01,6.950000000000000000e+01
5.400240755081176758e+01,9.150000000000000000e+01,9.100000000000000000e+01
5.400240755081176758e+01,9.150000000000000000e+01,9.200000000000000000e+01
5.300236296653747559e+01,9.200000000000000000e+01,9.300000000000000000e+01
5.400240755081176758e+01,9.200000000000000000e+01,9.250000000000000000e+01
5.300236296653747559e+01,9.200000000000000000e+01,9.800000000000000000e+01
5.300236296653747559e+01,9.200000000000000000e+01,9.900000000000000000e+01
5.300236296653747559e+01,9.200000000000000000e+01,1.000000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.010000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.020000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.030000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.040000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.050000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.060000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.070000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.080000000000000000e+02
5.300236296653747559e+01,9.200000000000000000e+01,1.090000000000000000e+02
5.300236296653747559e+01,9.300000000000000000e+01,7.000000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,7.000000000000000000e+01
5.300236296653747559e+01,9.300000000000000000e+01,7.100000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,7.100000000000000000e+01
5.400240755081176758e+01,9.300000000000000000e+01,7.150000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,9.300000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,9.400000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,9.500000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,9.600000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,9.700000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,9.800000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,9.900000000000000000e+01
5.400240755081176758e+01,9.250000000000000000e+01,1.000000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.010000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.020000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.030000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.040000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.050000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.060000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.070000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.080000000000000000e+02
5.400240755081176758e+01,9.250000000000000000e+01,1.090000000000000000e+02
5.300236296653747559e+01,9.300000000000000000e+01,1.100000000000000000e+02
5.400240755081176758e+01,9.300000000000000000e+01,1.095000000000000000e+02
5.300236296653747559e+01,9.400000000000000000e+01,7.100000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,7.200000000000000000e+01
5.300236296653747559e+01,9.400000000000000000e+01,7.200000000000000000e+01
5.300236296653747559e+01,9.400000000000000000e+01,7.300000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,7.300000000000000000e+01
5.300236296653747559e+01,9.400000000000000000e+01,7.400000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,7.400000000000000000e+01
5.300236296653747559e+01,9.400000000000000000e+01,7.500000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,7.500000000000000000e+01
5.300236296653747559e+01,9.400000000000000000e+01,7.600000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,7.600000000000000000e+01
5.300236296653747559e+01,9.400000000000000000e+01,7.700000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,7.700000000000000000e+01
5.300236296653747559e+01,9.400000000000000000e+01,7.800000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,7.800000000000000000e+01
5.300236296653747559e+01,9.400000000000000000e+01,7.900000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,7.900000000000000000e+01
5.400240755081176758e+01,9.400000000000000000e+01,7.950000000000000000e+01
5.400240755081176758e+01,9.350000000000000000e+01,1.100000000000000000e+02
5.400240755081176758e+01,9.400000000000000000e+01,1.105000000000000000e+02
5.300236296653747559e+01,9.500000000000000000e+01,7.300000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,7.400000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,7.500000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,7.600000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,7.700000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,7.800000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,7.900000000000000000e+01
5.400240755081176758e+01,9.450000000000000000e+01,8.000000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,8.000000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,8.100000000000000000e+01
5.400240755081176758e+01,9.450000000000000000e+01,8.100000000000000000e+01
5.300236296653747559e+01,9.500000000000000000e+01,8.200000000000000000e+01
5.400240755081176758e+01,9.450000000000000000e+01,8.200000000000000000e+01
5.400240755081176758e+01,9.500000000000000000e+01,8.250000000000000000e+01
5.400240755081176758e+01,9.500000000000000000e+01,1.105000000000000000e+02
5.300236296653747559e+01,9.600000000000000000e+01,7.700000000000000000e+01
5.300236296653747559e+01,9.600000000000000000e+01,7.800000000000000000e+01
5.300236296653747559e+01,9.600000000000000000e+01,7.900000000000000000e+01
5.300236296653747559e+01,9.600000000000000000e+01,8.000000000000000000e+01
5.300236296653747559e+01,9.600000000000000000e+01,8.100000000000000000e+01
5.300236296653747559e+01,9.600000000000000000e+01,8.200000000000000000e+01
5.400240755081176758e+01,9.550000000000000000e+01,8.300000000000000000e+01
5.300236296653747559e+01,9.600000000000000000e+01,8.300000000000000000e+01
5.300236296653747559e+01,9.600000000000000000e+01,8.400000000000000000e+01
5.400240755081176758e+01,9.550000000000000000e+01,8.400000000000000000e+01
5.400240755081176758e+01,9.600000000000000000e+01,8.450000000000000000e+01
5.400240755081176758e+01,9.550000000000000000e+01,1.100000000000000000e+02
5.400240755081176758e+01,9.600000000000000000e+01,1.095000000000000000e+02
5.300236296653747559e+01,9.700000000000000000e+01,8.500000000000000000e+01
5.400240755081176758e+01,9.650000000000000000e+01,8.500000000000000000e+01
5.400240755081176758e+01,9.700000000000000000e+01,8.550000000000000000e+01
5.400240755081176758e+01,9.650000000000000000e+01,1.090000000000000000e+02
5.400240755081176758e+01,9.700000000000000000e+01,1.085000000000000000e+02
5.300236296653747559e+01,9.800000000000000000e+01,8.600000000000000000e+01
5.400240755081176758e+01,9.750000000000000000e+01,8.600000000000000000e+01
5.400240755081176758e+01,9.800000000000000000e+01,8.650000000000000000e+01
5.300236296653747559e+01,9.800000000000000000e+01,1.070000000000000000e+02
5.400240755081176758e+01,9.750000000000000000e+01,1.070000000000000000e+02
5.400240755081176758e+01,9.800000000000000000e+01,1.065000000000000000e+02
5.400240755081176758e+01,9.750000000000000000e+01,1.080000000000000000e+02
5.400240755081176758e+01,9.850000000000000000e+01,8.700000000000000000e+01
5.400240755081176758e+01,9.900000000000000000e+01,8.750000000000000000e+01
5.300236296653747559e+01,9.900000000000000000e+01,1.050000000000000000e+02
5.400240755081176758e+01,9.850000000000000000e+01,1.050000000000000000e+02
5.400240755081176758e+01,9.900000000000000000e+01,1.045000000000000000e+02
5.400240755081176758e+01,9.850000000000000000e+01,1.060000000000000000e+02
5.400240755081176758e+01,9.950000000000000000e+01,8.800000000000000000e+01
5.300236296653747559e+01,1.000000000000000000e+02,8.900000000000000000e+01
5.400240755081176758e+01,9.950000000000000000e+01,8.900000000000000000e+01
5.300236296653747559e+01,1.000000000000000000e+02,9.000000000000000000e+01
5.400240755081176758e+01,9.950000000000000000e+01,9.000000000000000000e+01
5.400240755081176758e+01,1.000000000000000000e+02,9.050000000000000000e+01
5.300236296653747559e+01,1.000000000000000000e+02,1.030000000000000000e+02
5.400240755081176758e+01,9.950000000000000000e+01,1.030000000000000000e+02
5.400240755081176758e+01,1.000000000000000000e+02,1.025000000000000000e+02
5.300236296653747559e+01,1.000000000000000000e+02,1.040000000000000000e+02
5.400240755081176758e+01,9.950000000000000000e+01,1.040000000000000000e+02
5.300236296653747559e+01,1.010000000000000000e+02,9.000000000000000000e+01
5.400240755081176758e+01,1.005000000000000000e+02,9.100000000000000000e+01
5.300236296653747559e+01,1.010000000000000000e+02,9.100000000000000000e+01
5.300236296653747559e+01,1.010000000000000000e+02,9.200000000000000000e+01
5.400240755081176758e+01,1.005000000000000000e+02,9.200000000000000000e+01
5.400240755081176758e+01,1.010000000000000000e+02,9.250000000000000000e+01
5.300236296653747559e+01,1.010000000000000000e+02,1.020000000000000000e+02
5.400240755081176758e+01,1.005000000000000000e+02,1.020000000000000000e+02
5.400240755081176758e+01,1.010000000000000000e+02,1.015000000000000000e+02
5.300236296653747559e+01,1.010000000000000000e+02,1.030000000000000000e+02
5.300236296653747559e+01,1.020000000000000000e+02,9.100000000000000000e+01
5.300236296653747559e+01,1.020000000000000000e+02,9.200000000000000000e+01
5.400240755081176758e+01,1.015000000000000000e+02,9.300000000000000000e+01
5.300236296653747559e+01,1.020000000000000000e+02,9.300000000000000000e+01
5.300236296653747559e+01,1.020000000000000000e+02,9.400000000000000000e+01
5.400240755081176758e+01,1.015000000000000000e+02,9.400000000000000000e+01
5.400240755081176758e+01,1.020000000000000000e+02,9.450000000000000000e+01
5.300236296653747559e+01,1.020000000000000000e+02,1.010000000000000000e+02
5.400240755081176758e+01,1.015000000000000000e+02,1.010000000000000000e+02
5.400240755081176758e+01,1.020000000000000000e+02,1.005000000000000000e+02
5.300236296653747559e+01,1.020000000000000000e+02,1.020000000000000000e+02
5.300236296653747559e+01,1.020000000000000000e+02,1.030000000000000000e+02
5.300236296653747559e+01,1.030000000000000000e+02,9.200000000000000000e+01
5.300236296653747559e+01,1.030000000000000000e+02,9.300000000000000000e+01
5.300236296653747559e+01,1.030000000000000000e+02,9.400000000000000000e+01
5.400240755081176758e+01,1.025000000000000000e+02,9.500000000000000000e+01
5.300236296653747559e+01,1.030000000000000000e+02,9.500000000000000000e+01
5.400240755081176758e+01,1.030000000000000000e+02,9.550000000000000000e+01
5.400240755081176758e+01,1.025000000000000000e+02,1.010000000000000000e+02
5.400240755081176758e+01,1.030000000000000000e+02,1.015000000000000000e+02
5.300236296653747559e+01,1.030000000000000000e+02,1.020000000000000000e+02
5.300236296653747559e+01,1.030000000000000000e+02,1.030000000000000000e+02
5.300236296653747559e+01,1.040000000000000000e+02,9.300000000000000000e+01
5.300236296653747559e+01,1.040000000000000000e+02,9.400000000000000000e+01
5.300236296653747559e+01,1.040000000000000000e+02,9.500000000000000000e+01
5.400240755081176758e+01,1.040000000000000000e+02,9.550000000000000000e+01
5.400240755081176758e+01,1.035000000000000000e+02,1.020000000000000000e+02
5.400240755081176758e+01,1.040000000000000000e+02,1.025000000000000000e+02
5.300236296653747559e+01,1.040000000000000000e+02,1.030000000000000000e+02
5.300236296653747559e+01,1.050000000000000000e+02,9.300000000000000000e+01
5.300236296653747559e+01,1.050000000000000000e+02,9.400000000000000000e+01
5.400240755081176758e+01,1.050000000000000000e+02,9.450000000000000000e+01
5.400240755081176758e+01,1.045000000000000000e+02,9.500000000000000000e+01
5.400240755081176758e+01,1.045000000000000000e+02,1.030000000000000000e+02
5.400240755081176758e+01,1.050000000000000000e+02,1.035000000000000000e+02
5.300236296653747559e+01,1.060000000000000000e+02,9.300000000000000000e+01
5.300236296653747559e+01,1.060000000000000000e+02,9.400000000000000000e+01
5.400240755081176758e+01,1.060000000000000000e+02,9.450000000000000000e+01
5.400240755081176758e+01,1.055000000000000000e+02,1.040000000000000000e+02
5.400240755081176758e+01,1.060000000000000000e+02,1.045000000000000000e+02
5.300236296653747559e+01,1.070000000000000000e+02,9.300000000000000000e+01
5.400240755081176758e+01,1.070000000000000000e+02,9.350000000000000000e+01
5.400240755081176758e+01,1.065000000000000000e+02,9.400000000000000000e+01
5.400240755081176758e+01,1.065000000000000000e+02,1.050000000000000000e+02
5.300236296653747559e+01,1.070000000000000000e+02,1.050000000000000000e+02
5.400240755081176758e+01,1.070000000000000000e+02,1.055000000000000000e+02
5.300236296653747559e+01,1.080000000000000000e+02,9.200000000000000000e+01
5.400240755081176758e+01,1.080000000000000000e+02,9.250000000000000000e+01
5.400240755081176758e+01,1.075000000000000000e+02,9.300000000000000000e+01
5.400240755081176758e+01,1.075000000000000000e+02,1.060000000000000000e+02
5.300236296653747559e+01,1.080000000000000000e+02,1.060000000000000000e+02
5.400240755081176758e+01,1.080000000000000000e+02,1.065000000000000000e+02
5.400240755081176758e+01,1.090000000000000000e+02,9.150000000000000000e+01
5.400240755081176758e+01,1.085000000000000000e+02,9.200000000000000000e+01
5.400240755081176758e+01,1.085000000000000000e+02,1.070000000000000000e+02
5.300236296653747559e+01,1.090000000000000000e+02,1.070000000000000000e+02
5.400240755081176758e+01,1.090000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.100000000000000000e+02,8.950000000000000000e+01
5.400240755081176758e+01,1.095000000000000000e+02,9.000000000000000000e+01
5.400240755081176758e+01,1.095000000000000000e+02,9.100000000000000000e+01
5.400240755081176758e+01,1.100000000000000000e+02,1.075000000000000000e+02
5.300236296653747559e+01,1.110000000000000000e+02,8.200000000000000000e+01
5.400240755081176758e+01,1.110000000000000000e+02,8.150000000000000000e+01
5.400240755081176758e+01,1.105000000000000000e+02,8.200000000000000000e+01
5.400240755081176758e+01,1.105000000000000000e+02,8.300000000000000000e+01
5.400240755081176758e+01,1.105000000000000000e+02,8.400000000000000000e+01
5.400240755081176758e+01,1.105000000000000000e+02,8.500000000000000000e+01
5.300236296653747559e+01,1.110000000000000000e+02,8.500000000000000000e+01
5.400240755081176758e+01,1.105000000000000000e+02,8.600000000000000000e+01
5.300236296653747559e+01,1.110000000000000000e+02,8.600000000000000000e+01
5.400240755081176758e+01,1.105000000000000000e+02,8.700000000000000000e+01
5.300236296653747559e+01,1.110000000000000000e+02,8.700000000000000000e+01
5.400240755081176758e+01,1.105000000000000000e+02,8.800000000000000000e+01
5.300236296653747559e+01,1.110000000000000000e+02,8.800000000000000000e+01
5.400240755081176758e+01,1.105000000000000000e+02,8.900000000000000000e+01
5.400240755081176758e+01,1.110000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.120000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.115000000000000000e+02,8.100000000000000000e+01
5.400240755081176758e+01,1.120000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.130000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.130000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.140000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.140000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.150000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.150000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.160000000000000000e+02,8.050000000000000000e+01
5.300236296653747559e+01,1.160000000000000000e+02,1.070000000000000000e+02
5.400240755081176758e+01,1.160000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.170000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.165000000000000000e+02,1.070000000000000000e+02
5.400240755081176758e+01,1.170000000000000000e+02,1.065000000000000000e+02
5.400240755081176758e+01,1.180000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.180000000000000000e+02,1.065000000000000000e+02
5.400240755081176758e+01,1.190000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.190000000000000000e+02,1.065000000000000000e+02
5.400240755081176758e+01,1.200000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.200000000000000000e+02,1.065000000000000000e+02
5.400240755081176758e+01,1.205000000000000000e+02,8.100000000000000000e+01
5.300236296653747559e+01,1.210000000000000000e+02,8.100000000000000000e+01
5.400240755081176758e+01,1.210000000000000000e+02,8.150000000000000000e+01
5.400240755081176758e+01,1.210000000000000000e+02,1.065000000000000000e+02
5.300236296653747559e+01,1.220000000000000000e+02,8.100000000000000000e+01
5.400240755081176758e+01,1.220000000000000000e+02,8.150000000000000000e+01
5.400240755081176758e+01,1.220000000000000000e+02,1.065000000000000000e+02
5.300236296653747559e+01,1.230000000000000000e+02,8.100000000000000000e+01
5.400240755081176758e+01,1.230000000000000000e+02,8.150000000000000000e+01
5.400240755081176758e+01,1.230000000000000000e+02,1.065000000000000000e+02
5.300236296653747559e+01,1.240000000000000000e+02,8.100000000000000000e+01
5.400240755081176758e+01,1.240000000000000000e+02,8.150000000000000000e+01
5.400240755081176758e+01,1.235000000000000000e+02,1.070000000000000000e+02
5.400240755081176758e+01,1.240000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.250000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.245000000000000000e+02,8.100000000000000000e+01
5.400240755081176758e+01,1.250000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.260000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.260000000000000000e+02,1.075000000000000000e+02
5.400240755081176758e+01,1.270000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.265000000000000000e+02,1.080000000000000000e+02
5.300236296653747559e+01,1.270000000000000000e+02,1.080000000000000000e+02
5.400240755081176758e+01,1.270000000000000000e+02,1.085000000000000000e+02
5.400240755081176758e+01,1.280000000000000000e+02,8.050000000000000000e+01
5.300236296653747559e+01,1.280000000000000000e+02,1.080000000000000000e+02
5.400240755081176758e+01,1.280000000000000000e+02,1.085000000000000000e+02
5.400240755081176758e+01,1.290000000000000000e+02,8.050000000000000000e+01
5.300236296653747559e+01,1.290000000000000000e+02,1.080000000000000000e+02
5.400240755081176758e+01,1.290000000000000000e+02,1.085000000000000000e+02
5.400240755081176758e+01,1.300000000000000000e+02,8.050000000000000000e+01
5.300236296653747559e+01,1.300000000000000000e+02,1.080000000000000000e+02
5.400240755081176758e+01,1.300000000000000000e+02,1.085000000000000000e+02
5.400240755081176758e+01,1.310000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.310000000000000000e+02,1.085000000000000000e+02
5.400240755081176758e+01,1.320000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.320000000000000000e+02,1.085000000000000000e+02
5.400240755081176758e+01,1.330000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.330000000000000000e+02,1.085000000000000000e+02
5.400240755081176758e+01,1.340000000000000000e+02,8.050000000000000000e+01
5.400240755081176758e+01,1.340000000000000000e+02,1.085000000000000000e+02
5.300236296653747559e+01,1.350000000000000000e+02,8.100000000000000000e+01
5.400240755081176758e+01,1.350000000000000000e+02,8.050000000000000000e+01
5.300236296653747559e+01,1.350000000000000000e+02,9.400000000000000000e+01
5.300236296653747559e+01,1.350000000000000000e+02,9.500000000000000000e+01
5.300236296653747559e+01,1.350000000000000000e+02,9.600000000000000000e+01
5.300236296653747559e+01,1.350000000000000000e+02,9.700000000000000000e+01
5.300236296653747559e+01,1.350000000000000000e+02,9.800000000000000000e+01
5.300236296653747559e+01,1.350000000000000000e+02,9.900000000000000000e+01
5.300236296653747559e+01,1.350000000000000000e+02,1.000000000000000000e+02
5.300236296653747559e+01,1.350000000000000000e+02,1.010000000000000000e+02
5.300236296653747559e+01,1.350000000000000000e+02,1.020000000000000000e+02
5.300236296653747559e+01,1.350000000000000000e+02,1.030000000000000000e+02
5.300236296653747559e+01,1.350000000000000000e+02,1.080000000000000000e+02
5.400240755081176758e+01,1.350000000000000000e+02,1.085000000000000000e+02
5.300236296653747559e+01,1.360000000000000000e+02,8.100000000000000000e+01
5.400240755081176758e+01,1.360000000000000000e+02,8.050000000000000000e+01
5.300236296653747559e+01,1.360000000000000000e+02,9.000000000000000000e+01
5.300236296653747559e+01,1.360000000000000000e+02,9.100000000000000000e+01
5.300236296653747559e+01,1.360000000000000000e+02,9.200000000000000000e+01
5.300236296653747559e+01,1.360000000000000000e+02,9.300000000000000000e+01
5.300236296653747559e+01,1.360000000000000000e+02,9.400000000000000000e+01
5.300236296653747559e+01,1.360000000000000000e+02,9.500000000000000000e+01
5.300236296653747559e+01,1.360000000000000000e+02,9.600000000000000000e+01
5.400240755081176758e+01,1.360000000000000000e+02,9.650000000000000000e+01
5.400240755081176758e+01,1.355000000000000000e+02,9.700000000000000000e+01
5.400240755081176758e+01,1.355000000000000000e+02,9.800000000000000000e+01
